Datum,/apple-aktie,/apple-aktie.1,/wirecard-aktie,/wirecard-aktie.1
28.05.2018,28.05.2018,162.05,28.05.2018,132.55
25.05.2018,25.05.2018,162.33,25.05.2018,129.15
24.05.2018,24.05.2018,158.6,24.05.2018,126.6
23.05.2018,23.05.2018,158.09,23.05.2018,126.65
22.05.2018,22.05.2018,159.05,22.05.2018,126.15
18.05.2018,18.05.2018,158.75,18.05.2018,131.35
17.05.2018,17.05.2018,159.55,17.05.2018,127.85
16.05.2018,16.05.2018,159.03,16.05.2018,125.85
15.05.2018,15.05.2018,156.76,15.05.2018,124.0
14.05.2018,14.05.2018,158.1,14.05.2018,122.8
11.05.2018,11.05.2018,158.21,11.05.2018,121.95
10.05.2018,10.05.2018,159.15,10.05.2018,121.5
09.05.2018,09.05.2018,156.66,09.05.2018,120.5
08.05.2018,08.05.2018,155.83,08.05.2018,119.95
07.05.2018,07.05.2018,156.13,07.05.2018,119.55
04.05.2018,04.05.2018,153.54,04.05.2018,117.65
03.05.2018,03.05.2018,146.5,03.05.2018,117.0
02.05.2018,02.05.2018,147.0,02.05.2018,117.0
30.04.2018,30.04.2018,136.98,30.04.2018,113.1
27.04.2018,27.04.2018,134.99,27.04.2018,112.35
26.04.2018,26.04.2018,135.61,26.04.2018,110.8
25.04.2018,25.04.2018,135.94,25.04.2018,107.45
24.04.2018,24.04.2018,134.01,24.04.2018,109.85
23.04.2018,23.04.2018,137.32,23.04.2018,109.95
20.04.2018,20.04.2018,135.7,20.04.2018,110.15
19.04.2018,19.04.2018,140.65,19.04.2018,110.4
18.04.2018,18.04.2018,143.5,18.04.2018,110.7
17.04.2018,17.04.2018,143.39,17.04.2018,108.4
16.04.2018,16.04.2018,142.49,16.04.2018,105.5
13.04.2018,13.04.2018,140.8,13.04.2018,105.75
12.04.2018,12.04.2018,142.37,12.04.2018,105.45
11.04.2018,11.04.2018,139.2,11.04.2018,102.8
10.04.2018,10.04.2018,140.4,10.04.2018,102.65
09.04.2018,09.04.2018,139.6,09.04.2018,101.3
06.04.2018,06.04.2018,138.97,06.04.2018,98.26
05.04.2018,05.04.2018,142.2,05.04.2018,99.22
04.04.2018,04.04.2018,137.6,04.04.2018,92.92
03.04.2018,03.04.2018,135.63,03.04.2018,94.02
29.03.2018,29.03.2018,137.71,29.03.2018,95.92
28.03.2018,28.03.2018,135.45,28.03.2018,94.4
27.03.2018,27.03.2018,140.0,27.03.2018,96.28
26.03.2018,26.03.2018,134.68,26.03.2018,94.3
23.03.2018,23.03.2018,136.15,23.03.2018,95.66
22.03.2018,22.03.2018,138.4,22.03.2018,96.0
21.03.2018,21.03.2018,141.9,21.03.2018,98.74
20.03.2018,20.03.2018,143.76,20.03.2018,100.9
19.03.2018,19.03.2018,142.03,19.03.2018,98.94
16.03.2018,16.03.2018,145.01,16.03.2018,99.98
15.03.2018,15.03.2018,145.53,15.03.2018,102.5
14.03.2018,14.03.2018,144.47,14.03.2018,101.6
13.03.2018,13.03.2018,146.95,13.03.2018,103.1
12.03.2018,12.03.2018,147.61,12.03.2018,102.35
09.03.2018,09.03.2018,145.4,09.03.2018,102.15
08.03.2018,08.03.2018,142.92,08.03.2018,100.0
07.03.2018,07.03.2018,141.13,07.03.2018,95.96
06.03.2018,06.03.2018,142.36,06.03.2018,94.66
05.03.2018,05.03.2018,143.2,05.03.2018,93.46
02.03.2018,02.03.2018,141.6,02.03.2018,91.46
01.03.2018,01.03.2018,145.81,01.03.2018,94.54
28.02.2018,28.02.2018,146.8,28.02.2018,98.72
27.02.2018,27.02.2018,146.13,27.02.2018,98.38
26.02.2018,26.02.2018,145.09,26.02.2018,99.34
23.02.2018,23.02.2018,141.8,23.02.2018,98.74
22.02.2018,22.02.2018,140.66,22.02.2018,100.4
21.02.2018,21.02.2018,141.2,21.02.2018,100.85
20.02.2018,20.02.2018,140.85,20.02.2018,100.05
19.02.2018,19.02.2018,138.5,19.02.2018,97.78
16.02.2018,16.02.2018,140.04,16.02.2018,99.46
15.02.2018,15.02.2018,136.9,15.02.2018,98.1
14.02.2018,14.02.2018,133.2,14.02.2018,94.3
13.02.2018,13.02.2018,131.5,13.02.2018,90.26
12.02.2018,12.02.2018,131.6,12.02.2018,91.52
09.02.2018,09.02.2018,127.9,09.02.2018,89.64
08.02.2018,08.02.2018,130.01,08.02.2018,89.52
07.02.2018,07.02.2018,131.6,07.02.2018,92.76
06.02.2018,06.02.2018,128.73,06.02.2018,89.48
05.02.2018,05.02.2018,130.8,05.02.2018,93.68
02.02.2018,02.02.2018,131.2,02.02.2018,96.12
01.02.2018,01.02.2018,134.15,01.02.2018,98.66
31.01.2018,31.01.2018,134.65,31.01.2018,100.3
30.01.2018,30.01.2018,134.41,30.01.2018,98.8
29.01.2018,29.01.2018,137.0,29.01.2018,98.36
26.01.2018,26.01.2018,137.6,26.01.2018,97.46
25.01.2018,25.01.2018,139.0,25.01.2018,99.16
24.01.2018,24.01.2018,140.8,24.01.2018,99.98
23.01.2018,23.01.2018,145.6,23.01.2018,103.8
22.01.2018,22.01.2018,144.2,22.01.2018,107.75
19.01.2018,19.01.2018,145.6,19.01.2018,110.0
18.01.2018,18.01.2018,146.4,18.01.2018,109.45
17.01.2018,17.01.2018,143.6,17.01.2018,105.15
16.01.2018,16.01.2018,145.4,16.01.2018,105.0
15.01.2018,15.01.2018,144.2,15.01.2018,104.85
12.01.2018,12.01.2018,145.6,12.01.2018,105.25
11.01.2018,11.01.2018,145.4,11.01.2018,104.6
10.01.2018,10.01.2018,144.8,10.01.2018,103.25
09.01.2018,09.01.2018,146.2,09.01.2018,105.0
08.01.2018,08.01.2018,145.8,08.01.2018,105.95
05.01.2018,05.01.2018,145.2,05.01.2018,99.48
04.01.2018,04.01.2018,143.8,04.01.2018,97.14
03.01.2018,03.01.2018,144.4,03.01.2018,95.72
02.01.2018,02.01.2018,142.4,02.01.2018,93.28
29.12.2017,29.12.2017,142.6,29.12.2017,93.07
28.12.2017,28.12.2017,143.3,28.12.2017,92.94
27.12.2017,27.12.2017,143.2,27.12.2017,93.75
22.12.2017,22.12.2017,147.9,22.12.2017,94.11
21.12.2017,21.12.2017,148.75,21.12.2017,93.5
20.12.2017,20.12.2017,146.55,20.12.2017,93.55
19.12.2017,19.12.2017,147.9,19.12.2017,93.65
18.12.2017,18.12.2017,149.4,18.12.2017,93.41
15.12.2017,15.12.2017,146.8,15.12.2017,91.99
14.12.2017,14.12.2017,146.2,14.12.2017,91.95
13.12.2017,13.12.2017,146.85,13.12.2017,91.4
12.12.2017,12.12.2017,146.75,12.12.2017,89.01
11.12.2017,11.12.2017,145.45,11.12.2017,88.65
08.12.2017,08.12.2017,144.2,08.12.2017,89.31
07.12.2017,07.12.2017,143.6,07.12.2017,89.98
06.12.2017,06.12.2017,144.0,06.12.2017,89.94
05.12.2017,05.12.2017,144.6,05.12.2017,90.0
04.12.2017,04.12.2017,144.35,04.12.2017,91.08
01.12.2017,01.12.2017,141.9,01.12.2017,89.44
30.11.2017,30.11.2017,143.35,30.11.2017,89.56
29.11.2017,29.11.2017,142.75,29.11.2017,86.5
28.11.2017,28.11.2017,145.7,28.11.2017,89.17
27.11.2017,27.11.2017,145.7,27.11.2017,88.38
24.11.2017,24.11.2017,147.15,24.11.2017,86.99
23.11.2017,23.11.2017,148.3,23.11.2017,87.57
22.11.2017,22.11.2017,147.9,22.11.2017,87.0
21.11.2017,21.11.2017,147.65,21.11.2017,88.42
20.11.2017,20.11.2017,144.5,20.11.2017,87.93
17.11.2017,17.11.2017,144.85,17.11.2017,87.8
16.11.2017,16.11.2017,85.24,,
15.11.2017,15.11.2017,81.6,,
14.11.2017,14.11.2017,83.73,,
13.11.2017,13.11.2017,83.06,,
10.11.2017,10.11.2017,82.5,,
09.11.2017,09.11.2017,81.35,,
08.11.2017,08.11.2017,151.3,08.11.2017,82.77
07.11.2017,07.11.2017,150.65,07.11.2017,85.42
06.11.2017,06.11.2017,150.7,06.11.2017,85.89
03.11.2017,03.11.2017,149.1,03.11.2017,85.32
02.11.2017,02.11.2017,143.65,02.11.2017,84.51
01.11.2017,01.11.2017,143.5,01.11.2017,86.19
30.10.2017,30.10.2017,142.95,30.10.2017,84.55
27.10.2017,27.10.2017,139.9,27.10.2017,84.5
26.10.2017,26.10.2017,134.5,26.10.2017,82.76
25.10.2017,25.10.2017,132.45,25.10.2017,78.2
24.10.2017,24.10.2017,133.55,24.10.2017,78.53
23.10.2017,23.10.2017,133.1,23.10.2017,80.63
20.10.2017,20.10.2017,133.5,20.10.2017,80.15
19.10.2017,19.10.2017,131.7,19.10.2017,81.3
18.10.2017,18.10.2017,135.95,18.10.2017,82.21
17.10.2017,17.10.2017,136.45,17.10.2017,81.63
16.10.2017,16.10.2017,134.8,16.10.2017,81.88
13.10.2017,13.10.2017,132.7,13.10.2017,81.23
12.10.2017,12.10.2017,132.55,12.10.2017,80.75
11.10.2017,11.10.2017,132.35,11.10.2017,80.25
10.10.2017,10.10.2017,131.85,10.10.2017,80.1
09.10.2017,09.10.2017,132.75,09.10.2017,79.35
06.10.2017,06.10.2017,132.15,06.10.2017,78.64
05.10.2017,05.10.2017,132.35,05.10.2017,78.64
04.10.2017,04.10.2017,130.8,04.10.2017,79.61
02.10.2017,02.10.2017,131.1,02.10.2017,78.12
29.09.2017,29.09.2017,130.1,29.09.2017,77.41
28.09.2017,28.09.2017,129.9,28.09.2017,77.15
27.09.2017,27.09.2017,131.1,27.09.2017,76.47
26.09.2017,26.09.2017,129.25,26.09.2017,75.85
25.09.2017,25.09.2017,126.9,25.09.2017,75.5
22.09.2017,22.09.2017,126.65,22.09.2017,75.26
21.09.2017,21.09.2017,129.2,21.09.2017,75.05
20.09.2017,20.09.2017,128.9,20.09.2017,74.81
19.09.2017,19.09.2017,133.1,19.09.2017,74.35
18.09.2017,18.09.2017,133.75,18.09.2017,73.24
15.09.2017,15.09.2017,134.35,15.09.2017,72.67
14.09.2017,14.09.2017,134.0,14.09.2017,72.8
13.09.2017,13.09.2017,133.65,13.09.2017,72.7
12.09.2017,12.09.2017,134.95,12.09.2017,72.5
11.09.2017,11.09.2017,134.75,11.09.2017,72.33
08.09.2017,08.09.2017,132.9,08.09.2017,71.99
07.09.2017,07.09.2017,134.55,07.09.2017,71.75
06.09.2017,06.09.2017,134.75,06.09.2017,71.29
05.09.2017,05.09.2017,136.65,05.09.2017,71.57
04.09.2017,04.09.2017,137.8,04.09.2017,71.22
01.09.2017,01.09.2017,138.2,01.09.2017,71.91
31.08.2017,31.08.2017,137.9,31.08.2017,71.61
30.08.2017,30.08.2017,136.75,30.08.2017,69.5
29.08.2017,29.08.2017,135.1,29.08.2017,68.42
28.08.2017,28.08.2017,135.05,28.08.2017,69.52
25.08.2017,25.08.2017,134.3,25.08.2017,69.78
24.08.2017,24.08.2017,134.45,24.08.2017,69.2
23.08.2017,23.08.2017,135.5,23.08.2017,69.1
22.08.2017,22.08.2017,135.55,22.08.2017,69.04
21.08.2017,21.08.2017,132.65,21.08.2017,68.32
18.08.2017,18.08.2017,135.35,18.08.2017,68.91
17.08.2017,17.08.2017,135.85,17.08.2017,68.96
16.08.2017,16.08.2017,138.3,16.08.2017,68.6
15.08.2017,15.08.2017,137.7,15.08.2017,68.57
14.08.2017,14.08.2017,135.4,14.08.2017,68.29
11.08.2017,11.08.2017,133.75,11.08.2017,67.25
10.08.2017,10.08.2017,134.55,10.08.2017,67.05
09.08.2017,09.08.2017,136.05,09.08.2017,67.5
08.08.2017,08.08.2017,137.0,08.08.2017,66.32
07.08.2017,07.08.2017,133.8,07.08.2017,66.15
04.08.2017,04.08.2017,133.65,04.08.2017,65.95
03.08.2017,03.08.2017,131.4,03.08.2017,64.61
02.08.2017,02.08.2017,132.55,02.08.2017,65.08
01.08.2017,01.08.2017,126.15,01.08.2017,64.25
31.07.2017,31.07.2017,126.15,31.07.2017,64.69
28.07.2017,28.07.2017,127.4,28.07.2017,64.65
27.07.2017,27.07.2017,131.55,27.07.2017,64.8
26.07.2017,26.07.2017,131.85,26.07.2017,63.5
25.07.2017,25.07.2017,131.75,25.07.2017,62.98
24.07.2017,24.07.2017,129.75,24.07.2017,63.0
21.07.2017,21.07.2017,128.65,21.07.2017,63.93
20.07.2017,20.07.2017,129.35,20.07.2017,64.2
19.07.2017,19.07.2017,130.85,19.07.2017,63.7
18.07.2017,18.07.2017,128.95,18.07.2017,64.0
17.07.2017,17.07.2017,130.65,17.07.2017,65.18
14.07.2017,14.07.2017,128.85,14.07.2017,65.2
13.07.2017,13.07.2017,129.05,13.07.2017,65.22
12.07.2017,12.07.2017,127.4,12.07.2017,65.25
11.07.2017,11.07.2017,126.65,11.07.2017,64.15
10.07.2017,10.07.2017,127.1,10.07.2017,62.36
07.07.2017,07.07.2017,126.5,07.07.2017,60.94
06.07.2017,06.07.2017,125.75,06.07.2017,60.72
05.07.2017,05.07.2017,126.9,05.07.2017,59.91
04.07.2017,04.07.2017,126.25,04.07.2017,61.47
03.07.2017,03.07.2017,126.65,03.07.2017,57.4
30.06.2017,30.06.2017,126.55,30.06.2017,55.72
29.06.2017,29.06.2017,125.6,29.06.2017,55.58
28.06.2017,28.06.2017,127.65,28.06.2017,56.73
27.06.2017,27.06.2017,128.9,27.06.2017,57.47
26.06.2017,26.06.2017,130.0,26.06.2017,58.7
23.06.2017,23.06.2017,130.6,23.06.2017,58.11
22.06.2017,22.06.2017,130.3,22.06.2017,60.15
21.06.2017,21.06.2017,130.45,21.06.2017,60.1
20.06.2017,20.06.2017,130.35,20.06.2017,60.48
19.06.2017,19.06.2017,130.75,19.06.2017,60.39
16.06.2017,16.06.2017,128.15,16.06.2017,60.27
15.06.2017,15.06.2017,128.55,15.06.2017,59.35
14.06.2017,14.06.2017,129.3,14.06.2017,59.1
13.06.2017,13.06.2017,130.15,13.06.2017,58.89
12.06.2017,12.06.2017,129.6,12.06.2017,57.45
09.06.2017,09.06.2017,137.499,09.06.2017,59.86
08.06.2017,08.06.2017,138.3,08.06.2017,59.96
07.06.2017,07.06.2017,138.25,07.06.2017,59.6
06.06.2017,06.06.2017,137.0,06.06.2017,60.43
02.06.2017,02.06.2017,136.45,02.06.2017,60.33
01.06.2017,01.06.2017,136.15,01.06.2017,59.79
31.05.2017,31.05.2017,136.2,31.05.2017,59.33
30.05.2017,30.05.2017,137.45,30.05.2017,58.85
29.05.2017,29.05.2017,137.45,29.05.2017,58.73
26.05.2017,26.05.2017,137.35,26.05.2017,58.66
25.05.2017,25.05.2017,137.1,25.05.2017,58.7
24.05.2017,24.05.2017,137.0,24.05.2017,57.5
23.05.2017,23.05.2017,137.05,23.05.2017,56.65
22.05.2017,22.05.2017,136.85,22.05.2017,56.64
19.05.2017,19.05.2017,137.05,19.05.2017,57.05
18.05.2017,18.05.2017,137.35,18.05.2017,55.47
17.05.2017,17.05.2017,136.05,17.05.2017,55.06
16.05.2017,16.05.2017,140.2,16.05.2017,55.45
15.05.2017,15.05.2017,141.55,15.05.2017,56.15
12.05.2017,12.05.2017,142.95,12.05.2017,55.65
11.05.2017,11.05.2017,140.55,11.05.2017,55.84
10.05.2017,10.05.2017,141.05,10.05.2017,55.67
09.05.2017,09.05.2017,141.5,09.05.2017,55.24
08.05.2017,08.05.2017,138.8,08.05.2017,55.1
05.05.2017,05.05.2017,134.75,05.05.2017,54.69
04.05.2017,04.05.2017,133.8,04.05.2017,54.7
03.05.2017,03.05.2017,134.05,03.05.2017,53.68
02.05.2017,02.05.2017,135.7,02.05.2017,54.91
28.04.2017,28.04.2017,131.9,28.04.2017,54.21
27.04.2017,27.04.2017,132.2,27.04.2017,53.58
26.04.2017,26.04.2017,132.7,26.04.2017,53.97
25.04.2017,25.04.2017,132.2,25.04.2017,53.29
24.04.2017,24.04.2017,132.15,24.04.2017,53.75
21.04.2017,21.04.2017,133.25,21.04.2017,52.14
20.04.2017,20.04.2017,131.75,20.04.2017,52.62
19.04.2017,19.04.2017,132.35,19.04.2017,53.22
18.04.2017,18.04.2017,132.0,18.04.2017,53.07
13.04.2017,13.04.2017,133.9,13.04.2017,53.43
12.04.2017,12.04.2017,133.4,12.04.2017,53.38
11.04.2017,11.04.2017,133.0,11.04.2017,53.1
10.04.2017,10.04.2017,135.3,10.04.2017,53.68
07.04.2017,07.04.2017,135.3,07.04.2017,53.3
06.04.2017,06.04.2017,135.5,06.04.2017,52.54
05.04.2017,05.04.2017,135.95,05.04.2017,51.98
04.04.2017,04.04.2017,135.25,04.04.2017,52.1
03.04.2017,03.04.2017,134.8,03.04.2017,51.78
31.03.2017,31.03.2017,134.601,31.03.2017,51.9
30.03.2017,30.03.2017,134.3,30.03.2017,51.47
29.03.2017,29.03.2017,133.3,29.03.2017,50.6
28.03.2017,28.03.2017,131.1,28.03.2017,50.0
27.03.2017,27.03.2017,129.2,27.03.2017,48.815
24.03.2017,24.03.2017,130.8,24.03.2017,49.03
23.03.2017,23.03.2017,131.2,23.03.2017,48.74
22.03.2017,22.03.2017,130.75,22.03.2017,48.75
21.03.2017,21.03.2017,130.45,21.03.2017,49.145
20.03.2017,20.03.2017,131.4,20.03.2017,49.32
17.03.2017,17.03.2017,130.85,17.03.2017,49.61
16.03.2017,16.03.2017,131.15,16.03.2017,49.385
15.03.2017,15.03.2017,131.55,15.03.2017,48.9
14.03.2017,14.03.2017,130.8,14.03.2017,48.55
13.03.2017,13.03.2017,130.35,13.03.2017,48.68
10.03.2017,10.03.2017,130.65,10.03.2017,47.765
09.03.2017,09.03.2017,131.0,09.03.2017,45.84
08.03.2017,08.03.2017,132.3,08.03.2017,45.91
07.03.2017,07.03.2017,131.9,07.03.2017,45.365
06.03.2017,06.03.2017,131.1,06.03.2017,45.2
03.03.2017,03.03.2017,131.8,03.03.2017,44.78
02.03.2017,02.03.2017,132.5,02.03.2017,44.6
01.03.2017,01.03.2017,132.25,01.03.2017,44.575
28.02.2017,28.02.2017,129.25,28.02.2017,43.585
27.02.2017,27.02.2017,129.0,27.02.2017,43.635
24.02.2017,24.02.2017,128.5,24.02.2017,43.48
23.02.2017,23.02.2017,129.15,23.02.2017,44.06
22.02.2017,22.02.2017,129.6,22.02.2017,45.105
21.02.2017,21.02.2017,129.15,21.02.2017,46.315
20.02.2017,20.02.2017,128.2,20.02.2017,45.985
17.02.2017,17.02.2017,127.45,17.02.2017,45.795
16.02.2017,16.02.2017,126.85,16.02.2017,45.825
15.02.2017,15.02.2017,127.7,15.02.2017,46.09
14.02.2017,14.02.2017,126.9,14.02.2017,46.175
13.02.2017,13.02.2017,126.05,13.02.2017,45.71
10.02.2017,10.02.2017,124.15,10.02.2017,45.41
09.02.2017,09.02.2017,123.75,09.02.2017,45.195
08.02.2017,08.02.2017,122.8,08.02.2017,45.285
07.02.2017,07.02.2017,123.45,07.02.2017,45.37
06.02.2017,06.02.2017,121.1,06.02.2017,45.415
03.02.2017,03.02.2017,119.25,03.02.2017,45.5
02.02.2017,02.02.2017,118.75,02.02.2017,45.345
01.02.2017,01.02.2017,119.35,01.02.2017,45.03
31.01.2017,31.01.2017,111.8,31.01.2017,44.81
30.01.2017,30.01.2017,113.4,30.01.2017,44.675
27.01.2017,27.01.2017,113.6,27.01.2017,45.065
26.01.2017,26.01.2017,114.1,26.01.2017,44.84
25.01.2017,25.01.2017,112.95,25.01.2017,44.165
24.01.2017,24.01.2017,111.55,24.01.2017,43.955
23.01.2017,23.01.2017,111.65,23.01.2017,43.74
20.01.2017,20.01.2017,112.35,20.01.2017,43.875
19.01.2017,19.01.2017,112.8,19.01.2017,44.285
18.01.2017,18.01.2017,112.2,18.01.2017,42.915
17.01.2017,17.01.2017,111.75,17.01.2017,42.18
16.01.2017,16.01.2017,111.85,16.01.2017,42.54
13.01.2017,13.01.2017,112.1,13.01.2017,41.26
12.01.2017,12.01.2017,111.15,12.01.2017,41.645
11.01.2017,11.01.2017,112.95,11.01.2017,41.84
10.01.2017,10.01.2017,112.7,10.01.2017,42.21
09.01.2017,09.01.2017,112.7,09.01.2017,42.61
06.01.2017,06.01.2017,111.6,06.01.2017,41.875
05.01.2017,05.01.2017,109.65,05.01.2017,42.625
04.01.2017,04.01.2017,110.9,04.01.2017,42.37
03.01.2017,03.01.2017,111.2,03.01.2017,42.5
02.01.2017,02.01.2017,110.1,02.01.2017,41.88
30.12.2016,30.12.2016,110.5,30.12.2016,40.89
29.12.2016,29.12.2016,111.25,29.12.2016,40.75
28.12.2016,28.12.2016,112.9,28.12.2016,40.47
27.12.2016,27.12.2016,112.4,27.12.2016,40.825
23.12.2016,23.12.2016,111.15,23.12.2016,40.24
22.12.2016,22.12.2016,111.05,22.12.2016,40.25
21.12.2016,21.12.2016,112.2,21.12.2016,40.295
20.12.2016,20.12.2016,112.8,20.12.2016,41.05
19.12.2016,19.12.2016,112.1,19.12.2016,40.32
16.12.2016,16.12.2016,110.6,16.12.2016,39.345
15.12.2016,15.12.2016,111.8,15.12.2016,39.73
14.12.2016,14.12.2016,108.2,14.12.2016,39.54
13.12.2016,13.12.2016,108.5,13.12.2016,41.01
12.12.2016,12.12.2016,106.9,12.12.2016,41.755
09.12.2016,09.12.2016,108.25,09.12.2016,41.98
08.12.2016,08.12.2016,105.55,08.12.2016,40.95
07.12.2016,07.12.2016,102.1,07.12.2016,40.325
06.12.2016,06.12.2016,102.05,06.12.2016,40.44
05.12.2016,05.12.2016,101.8,05.12.2016,41.585
02.12.2016,02.12.2016,103.05,02.12.2016,41.45
01.12.2016,01.12.2016,103.45,01.12.2016,41.405
30.11.2016,30.11.2016,104.65,30.11.2016,42.095
29.11.2016,29.11.2016,104.65,29.11.2016,42.52
28.11.2016,28.11.2016,105.55,28.11.2016,42.485
25.11.2016,25.11.2016,105.2,25.11.2016,42.9
24.11.2016,24.11.2016,105.0,24.11.2016,43.86
23.11.2016,23.11.2016,104.85,23.11.2016,42.95
22.11.2016,22.11.2016,105.2,22.11.2016,44.0
21.11.2016,21.11.2016,105.0,21.11.2016,44.335
18.11.2016,18.11.2016,104.05,18.11.2016,44.725
17.11.2016,17.11.2016,102.8,17.11.2016,44.99
16.11.2016,16.11.2016,102.35,16.11.2016,44.47
15.11.2016,15.11.2016,99.79,15.11.2016,41.36
14.11.2016,14.11.2016,97.94,14.11.2016,40.83
11.11.2016,11.11.2016,99.98,11.11.2016,40.99
10.11.2016,10.11.2016,99.151,10.11.2016,41.69
09.11.2016,09.11.2016,100.15,09.11.2016,42.98
08.11.2016,08.11.2016,100.15,08.11.2016,42.365
07.11.2016,07.11.2016,99.55,07.11.2016,42.315
04.11.2016,04.11.2016,98.72,04.11.2016,42.14
03.11.2016,03.11.2016,99.56,03.11.2016,42.2
02.11.2016,02.11.2016,100.55,02.11.2016,41.7
01.11.2016,01.11.2016,101.35,01.11.2016,41.975
31.10.2016,31.10.2016,103.85,31.10.2016,43.215
28.10.2016,28.10.2016,105.3,28.10.2016,43.2
27.10.2016,27.10.2016,105.2,27.10.2016,43.26
26.10.2016,26.10.2016,105.3,26.10.2016,43.265
25.10.2016,25.10.2016,108.0,25.10.2016,43.62
24.10.2016,24.10.2016,107.95,24.10.2016,44.205
21.10.2016,21.10.2016,107.4,21.10.2016,44.0
20.10.2016,20.10.2016,107.05,20.10.2016,43.93
19.10.2016,19.10.2016,106.801,19.10.2016,44.0
18.10.2016,18.10.2016,107.3,18.10.2016,43.85
17.10.2016,17.10.2016,106.45,17.10.2016,43.17
14.10.2016,14.10.2016,106.8,14.10.2016,43.85
13.10.2016,13.10.2016,105.55,13.10.2016,43.715
12.10.2016,12.10.2016,106.6,12.10.2016,43.965
11.10.2016,11.10.2016,105.9,11.10.2016,44.135
10.10.2016,10.10.2016,104.1,10.10.2016,44.325
07.10.2016,07.10.2016,102.15,07.10.2016,44.62
06.10.2016,06.10.2016,101.45,06.10.2016,45.525
05.10.2016,05.10.2016,100.8,05.10.2016,46.05
04.10.2016,04.10.2016,101.9,04.10.2016,46.15
30.09.2016,30.09.2016,100.301,30.09.2016,46.25
29.09.2016,29.09.2016,99.92,29.09.2016,46.235
28.09.2016,28.09.2016,101.5,28.09.2016,46.345
27.09.2016,27.09.2016,100.7,27.09.2016,45.59
26.09.2016,26.09.2016,100.15,26.09.2016,46.12
23.09.2016,23.09.2016,101.95,23.09.2016,46.77
22.09.2016,22.09.2016,102.15,22.09.2016,46.19
21.09.2016,21.09.2016,101.35,21.09.2016,45.075
20.09.2016,20.09.2016,101.85,20.09.2016,45.14
19.09.2016,19.09.2016,102.3,19.09.2016,44.925
16.09.2016,16.09.2016,102.9,16.09.2016,44.87
15.09.2016,15.09.2016,102.25,15.09.2016,45.465
14.09.2016,14.09.2016,99.4,14.09.2016,45.135
13.09.2016,13.09.2016,96.22,13.09.2016,45.205
12.09.2016,12.09.2016,93.12,12.09.2016,45.075
09.09.2016,09.09.2016,93.22,09.09.2016,45.315
08.09.2016,08.09.2016,93.96,08.09.2016,45.635
07.09.2016,07.09.2016,95.58,07.09.2016,46.025
06.09.2016,06.09.2016,96.1,06.09.2016,45.56
05.09.2016,05.09.2016,96.6,05.09.2016,45.26
02.09.2016,02.09.2016,96.11,02.09.2016,45.86
01.09.2016,01.09.2016,94.77,01.09.2016,44.525
31.08.2016,31.08.2016,95.56,31.08.2016,44.37
30.08.2016,30.08.2016,95.11,30.08.2016,44.28
29.08.2016,29.08.2016,95.39,29.08.2016,42.97
26.08.2016,26.08.2016,95.5,26.08.2016,43.04
25.08.2016,25.08.2016,95.67,25.08.2016,42.865
24.08.2016,24.08.2016,96.07,24.08.2016,42.915
23.08.2016,23.08.2016,96.16,23.08.2016,42.385
22.08.2016,22.08.2016,95.54,22.08.2016,41.295
19.08.2016,19.08.2016,96.71,19.08.2016,40.935
18.08.2016,18.08.2016,96.52,18.08.2016,41.25
17.08.2016,17.08.2016,96.35,17.08.2016,40.27
16.08.2016,16.08.2016,97.41,16.08.2016,40.905
15.08.2016,15.08.2016,97.73,15.08.2016,41.02
12.08.2016,12.08.2016,97.38,12.08.2016,40.52
11.08.2016,11.08.2016,97.05,11.08.2016,40.3
10.08.2016,10.08.2016,96.57,10.08.2016,40.105
09.08.2016,09.08.2016,97.4,09.08.2016,40.135
08.08.2016,08.08.2016,97.44,08.08.2016,39.58
05.08.2016,05.08.2016,96.75,05.08.2016,39.57
04.08.2016,04.08.2016,94.97,04.08.2016,39.695
03.08.2016,03.08.2016,94.0,03.08.2016,39.705
02.08.2016,02.08.2016,93.2,02.08.2016,40.555
01.08.2016,01.08.2016,94.21,01.08.2016,41.59
29.07.2016,29.07.2016,93.11,29.07.2016,41.59
28.07.2016,28.07.2016,93.4,28.07.2016,42.12
27.07.2016,27.07.2016,93.74,27.07.2016,42.705
26.07.2016,26.07.2016,88.42,26.07.2016,42.145
25.07.2016,25.07.2016,89.47,25.07.2016,41.835
22.07.2016,22.07.2016,89.95,22.07.2016,41.0
21.07.2016,21.07.2016,91.03,21.07.2016,40.52
20.07.2016,20.07.2016,90.83,20.07.2016,40.725
19.07.2016,19.07.2016,90.51,19.07.2016,39.6
18.07.2016,18.07.2016,90.18,18.07.2016,39.595
15.07.2016,15.07.2016,89.46,15.07.2016,39.235
14.07.2016,14.07.2016,88.6,14.07.2016,39.79
13.07.2016,13.07.2016,87.43,13.07.2016,39.375
12.07.2016,12.07.2016,88.1,12.07.2016,39.515
11.07.2016,11.07.2016,88.16,11.07.2016,39.585
08.07.2016,08.07.2016,87.62,08.07.2016,39.205
07.07.2016,07.07.2016,86.89,07.07.2016,38.725
06.07.2016,06.07.2016,86.05,06.07.2016,38.105
05.07.2016,05.07.2016,85.32,05.07.2016,38.71
04.07.2016,04.07.2016,86.34,04.07.2016,39.4
01.07.2016,01.07.2016,86.39,01.07.2016,39.78
30.06.2016,30.06.2016,85.88,30.06.2016,39.46
